PC6,gemeente,nhh,bsr6et,pBehoudend_x,pCalculerend_x,pIdealistisch_x,pVolgend_x,pGemakzuchtig_x,pSober_x,INWONER,MAN,VROUW,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,AANTAL_HH,TOTHH_EENP,TOTHH_MPZK,HH_EENOUD,HH_TWEEOUD,GEM_HH_GR,WONING,WONVOOR45,WON_4564,WON_6574,WON_7584,WON_8594,WON_9504,WON_0514,P_HUURWON,P_KOOPWON,WOZWONING,G_GAS_WON,G_ELEK_WON,UITKMINAOW,AFS_SUPERM,AV1_SUPERM,AV3_SUPERM,AV5_SUPERM,STED,pBehoudend_y,pCalculerend_y,pIdealistisch_y,pVolgend_y,pGemakzuchtig_y,pSober_y,segments,seg_name,Adoption Rate,Referentie_2030,Vrijstaande_woning,2_onder_1_kap,Rijwoning_hoek,Rijwoning_tussen,Appartementen,dominant_built_type,Label_A_en_beter,Label_B,Label_C,Label_D,Label_E,Label_F,Label_G,dominant_energy_label,dominant_built_year,dominant_age_group
5211CZ,'s-Hertogenbosch,16,Idealistische voortrekkers,0.0,25.0,68.8,6.3,0.0,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,0.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DA,'s-Hertogenbosch,71,Idealistische voortrekkers,4.2,22.5,53.5,2.8,15.5,1.4,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,22.68,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DB,'s-Hertogenbosch,65,Idealistische voortrekkers,12.3,15.4,29.2,20.0,15.4,7.7,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,23.85,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DC,'s-Hertogenbosch,27,Gemakzuchtige ontplooiers,11.1,3.7,25.9,3.7,55.6,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,58.33,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DD,'s-Hertogenbosch,17,Gemakzuchtige ontplooiers,5.9,23.5,17.6,11.8,41.2,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,50.29,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DE,'s-Hertogenbosch,20,Idealistische voortrekkers,5.0,5.0,45.0,20.0,0.0,25.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,0.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DG,'s-Hertogenbosch,31,Gemakzuchtige ontplooiers,3.2,3.2,6.5,9.7,74.2,3.2,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,76.94,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DH,'s-Hertogenbosch,23,Gemakzuchtige ontplooiers,0.0,13.0,13.0,0.0,47.8,26.1,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,51.52,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DJ,'s-Hertogenbosch,55,Idealistische voortrekkers,3.6,20.0,54.5,9.1,10.9,1.8,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,18.45,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DK,'s-Hertogenbosch,12,Gemakzuchtige ontplooiers,8.3,0.0,8.3,8.3,75.0,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,77.08,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DL,'s-Hertogenbosch,10,Idealistische voortrekkers,20.0,10.0,50.0,0.0,10.0,10.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,13.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DM,'s-Hertogenbosch,17,Idealistische voortrekkers,0.0,23.5,70.6,0.0,5.9,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,14.12,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DN,'s-Hertogenbosch,15,Idealistische voortrekkers,13.3,13.3,40.0,0.0,33.3,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,37.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DP,'s-Hertogenbosch,20,Idealistische voortrekkers,10.0,15.0,35.0,15.0,25.0,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,32.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DR,'s-Hertogenbosch,19,Idealistische voortrekkers,15.8,5.3,47.4,0.0,31.6,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,35.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DS,'s-Hertogenbosch,4,Idealistische voortrekkers,25.0,0.0,50.0,25.0,0.0,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,0.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DT,'s-Hertogenbosch,27,Gemakzuchtige ontplooiers,3.7,3.7,11.1,7.4,70.4,3.7,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,73.52,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DV,'s-Hertogenbosch,14,Gemakzuchtige ontplooiers,21.4,21.4,14.3,7.1,35.7,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,43.93,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DW,'s-Hertogenbosch,50,Gemakzuchtige ontplooiers,4.0,12.0,24.0,10.0,44.0,6.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,50.4,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DX,'s-Hertogenbosch,19,Idealistische voortrekkers,0.0,0.0,57.9,0.0,42.1,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,44.74,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211DZ,'s-Hertogenbosch,2,Gemakzuchtige ontplooiers,0.0,0.0,50.0,0.0,50.0,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,50.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EA,'s-Hertogenbosch,47,Gemakzuchtige ontplooiers,8.5,10.6,14.9,8.5,55.3,2.1,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,60.43,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EB,'s-Hertogenbosch,15,Idealistische voortrekkers,0.0,33.3,46.7,0.0,13.3,6.7,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,21.33,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EC,'s-Hertogenbosch,17,Gemakzuchtige ontplooiers,0.0,11.8,29.4,17.6,41.2,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,49.71,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211ED,'s-Hertogenbosch,9,Volgende socialen,11.1,22.2,33.3,33.3,0.0,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,0.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EE,'s-Hertogenbosch,7,Gemakzuchtige ontplooiers,14.3,14.3,28.6,0.0,42.9,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,47.86,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EG,'s-Hertogenbosch,15,Gemakzuchtige ontplooiers,6.7,6.7,33.3,0.0,53.3,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,56.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EH,'s-Hertogenbosch,38,Gemakzuchtige ontplooiers,10.5,26.3,13.2,18.4,31.6,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,42.89,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EJ,'s-Hertogenbosch,7,Gemakzuchtige ontplooiers,0.0,14.3,0.0,14.3,71.4,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,80.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EK,'s-Hertogenbosch,36,Gemakzuchtige ontplooiers,11.1,2.8,25.0,5.6,50.0,5.6,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,53.89,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EL,'s-Hertogenbosch,13,Idealistische voortrekkers,0.0,7.7,38.5,15.4,30.8,7.7,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,41.15,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EM,'s-Hertogenbosch,14,Gemakzuchtige ontplooiers,28.6,7.1,7.1,14.3,42.9,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,47.86,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EN,'s-Hertogenbosch,16,Gemakzuchtige ontplooiers,6.3,0.0,43.8,6.3,43.8,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,48.75,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EP,'s-Hertogenbosch,3,Gemakzuchtige ontplooiers,0.0,0.0,0.0,0.0,100.0,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,100.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211ER,'s-Hertogenbosch,39,Gemakzuchtige ontplooiers,7.7,12.8,25.6,7.7,43.6,2.6,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,49.74,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211ES,'s-Hertogenbosch,8,Gemakzuchtige ontplooiers,0.0,12.5,37.5,0.0,50.0,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,54.37,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211ET,'s-Hertogenbosch,15,Gemakzuchtige ontplooiers,0.0,13.3,13.3,0.0,73.3,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,77.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EV,'s-Hertogenbosch,27,Idealistische voortrekkers,7.4,29.6,33.3,22.2,7.4,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,15.56,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EW,'s-Hertogenbosch,14,Gemakzuchtige ontplooiers,0.0,0.0,21.4,7.1,71.4,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,73.57,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EX,'s-Hertogenbosch,20,Gemakzuchtige ontplooiers,5.0,0.0,10.0,5.0,75.0,5.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,76.5,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211EZ,'s-Hertogenbosch,15,Gemakzuchtige ontplooiers,6.7,20.0,6.7,6.7,53.3,6.7,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,59.0,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
5211GA,'s-Hertogenbosch,24,Gemakzuchtige ontplooiers,4.2,12.5,37.5,0.0,45.8,0.0,12765.0,49.63,50.37,7.09,14.1,36.35,25.38,17.08,80.0,10.0,10.0,8345.0,63.45,24.81,3.48,7.37,1.5,8145.0,46.04,4.97,1.96,23.08,15.04,5.71,3.13,70.0,30.0,250.0,1120.0,2450.0,10.81,0.4,3.2,16.8,31.1,1.0,6.9,13.1,23.4,9.9,39.5,7.1,3,S4,49.58,6760187,0.62,0.37,2.5,16.19,80.32,Appartementen,4.21,10.27,34.27,3.69,3.61,41.99,1.96,Label_F,WONVOOR45,INW_2544
