PC6,gemeente,nhh,bsr6et,pBehoudend_x,pCalculerend_x,pIdealistisch_x,pVolgend_x,pGemakzuchtig_x,pSober_x,INWONER,MAN,VROUW,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,AANTAL_HH,TOTHH_EENP,TOTHH_MPZK,HH_EENOUD,HH_TWEEOUD,GEM_HH_GR,WONING,WONVOOR45,WON_4564,WON_6574,WON_7584,WON_8594,WON_9504,WON_0514,P_HUURWON,P_KOOPWON,WOZWONING,G_GAS_WON,G_ELEK_WON,UITKMINAOW,AFS_SUPERM,AV1_SUPERM,AV3_SUPERM,AV5_SUPERM,STED,pBehoudend_y,pCalculerend_y,pIdealistisch_y,pVolgend_y,pGemakzuchtig_y,pSober_y,segments,seg_name,Adoption Rate,Referentie_2030,Vrijstaande_woning,2_onder_1_kap,Rijwoning_hoek,Rijwoning_tussen,Appartementen,dominant_built_type,Label_A_en_beter,Label_B,Label_C,Label_D,Label_E,Label_F,Label_G,dominant_energy_label,dominant_built_year,dominant_age_group
5223RJ,'s-Hertogenbosch,20,Volgende socialen,0.0,10.0,5.0,85.0,0.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,0.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223RK,'s-Hertogenbosch,12,Volgende socialen,16.7,8.3,16.7,58.3,0.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,0.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223RL,'s-Hertogenbosch,20,Gemakzuchtige ontplooiers,10.0,5.0,0.0,20.0,60.0,5.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,65.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223RM,'s-Hertogenbosch,24,Volgende socialen,0.0,8.3,4.2,79.2,8.3,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,24.38,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223RN,'s-Hertogenbosch,17,Volgende socialen,0.0,17.6,5.9,76.5,0.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,0.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223RR,'s-Hertogenbosch,12,Sobere passieven,0.0,0.0,0.0,8.3,16.7,75.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,22.08,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223RS,'s-Hertogenbosch,20,Volgende socialen,20.0,20.0,10.0,45.0,5.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,16.25,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223RT,'s-Hertogenbosch,17,Calculerende individualisten,29.4,29.4,17.6,23.5,0.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,0.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223RV,'s-Hertogenbosch,17,Calculerende individualisten,17.6,47.1,0.0,23.5,5.9,5.9,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,17.06,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223RW,'s-Hertogenbosch,10,Calculerende individualisten,20.0,40.0,0.0,30.0,0.0,10.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,0.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223SB,'s-Hertogenbosch,15,Gemakzuchtige ontplooiers,13.3,0.0,13.3,6.7,66.7,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,68.33,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223SC,'s-Hertogenbosch,15,Gemakzuchtige ontplooiers,13.3,20.0,26.7,13.3,26.7,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,36.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223SE,'s-Hertogenbosch,4,Volgende socialen,25.0,25.0,25.0,25.0,0.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,0.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223SG,'s-Hertogenbosch,25,Volgende socialen,4.0,8.0,0.0,80.0,4.0,4.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,17.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223SH,'s-Hertogenbosch,10,Volgende socialen,0.0,20.0,0.0,70.0,10.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,22.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223SJ,'s-Hertogenbosch,39,Gemakzuchtige ontplooiers,5.1,2.6,10.3,20.5,43.6,17.9,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,50.51,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223SK,'s-Hertogenbosch,24,Volgende socialen,25.0,12.5,8.3,41.7,12.5,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,22.08,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223SL,'s-Hertogenbosch,30,Gemakzuchtige ontplooiers,10.0,13.3,23.3,16.7,36.7,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,43.67,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223SN,'s-Hertogenbosch,20,Volgende socialen,10.0,5.0,5.0,75.0,5.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,17.25,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223SP,'s-Hertogenbosch,20,Gemakzuchtige ontplooiers,5.0,0.0,0.0,40.0,55.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,62.25,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223SR,'s-Hertogenbosch,10,Calculerende individualisten,10.0,60.0,0.0,20.0,0.0,10.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,0.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TA,'s-Hertogenbosch,7,Gemakzuchtige ontplooiers,0.0,14.3,0.0,42.9,42.9,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,50.71,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TB,'s-Hertogenbosch,7,Volgende socialen,0.0,0.0,0.0,71.4,0.0,28.6,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,0.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TC,'s-Hertogenbosch,7,Gemakzuchtige ontplooiers,14.3,0.0,0.0,0.0,71.4,14.3,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,71.43,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TD,'s-Hertogenbosch,28,Gemakzuchtige ontplooiers,17.9,10.7,10.7,28.6,28.6,3.6,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,36.07,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TE,'s-Hertogenbosch,19,Volgende socialen,5.3,0.0,15.8,78.9,0.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,0.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TJ,'s-Hertogenbosch,20,Volgende socialen,5.0,10.0,5.0,60.0,15.0,5.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,30.5,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TK,'s-Hertogenbosch,50,Gemakzuchtige ontplooiers,2.0,6.0,12.0,36.0,44.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,52.8,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TL,'s-Hertogenbosch,20,Volgende socialen,5.0,10.0,5.0,70.0,10.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,26.25,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TM,'s-Hertogenbosch,20,Volgende socialen,10.0,5.0,0.0,60.0,25.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,38.5,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TN,'s-Hertogenbosch,10,Gemakzuchtige ontplooiers,10.0,20.0,0.0,0.0,70.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,74.5,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TP,'s-Hertogenbosch,16,Gemakzuchtige ontplooiers,0.0,0.0,0.0,12.5,81.3,6.3,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,84.06,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TR,'s-Hertogenbosch,20,Gemakzuchtige ontplooiers,0.0,5.0,0.0,35.0,45.0,15.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,57.25,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TS,'s-Hertogenbosch,14,Volgende socialen,7.1,7.1,0.0,85.7,0.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,0.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TT,'s-Hertogenbosch,27,Sobere passieven,0.0,7.4,3.7,14.8,7.4,66.7,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,10.93,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TV,'s-Hertogenbosch,16,Sobere passieven,6.3,6.3,6.3,12.5,6.3,62.5,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,13.44,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223TX,'s-Hertogenbosch,8,Volgende socialen,12.5,25.0,12.5,50.0,0.0,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,0.0,3395084,0.85,1.67,8.39,34.25,54.83,Appartementen,13.28,22.17,28.58,28.12,6.76,0.31,0.78,Label_C,WON_4564,INW_2544
5223VA,'s-Hertogenbosch,20,Volgende socialen,5.0,5.0,10.0,55.0,15.0,10.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,26.75,711326,1.17,2.61,16.04,38.46,41.72,Appartementen,17.21,46.41,23.86,0.52,6.26,3.0,2.74,Label_B,WON_4564,INW_2544
5223VB,'s-Hertogenbosch,20,Volgende socialen,0.0,10.0,0.0,70.0,15.0,5.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,29.75,711326,1.17,2.61,16.04,38.46,41.72,Appartementen,17.21,46.41,23.86,0.52,6.26,3.0,2.74,Label_B,WON_4564,INW_2544
5223VC,'s-Hertogenbosch,20,Volgende socialen,10.0,5.0,10.0,65.0,5.0,5.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,12.75,711326,1.17,2.61,16.04,38.46,41.72,Appartementen,17.21,46.41,23.86,0.52,6.26,3.0,2.74,Label_B,WON_4564,INW_2544
5223VD,'s-Hertogenbosch,22,Volgende socialen,0.0,13.6,0.0,59.1,18.2,9.1,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,31.36,711326,1.17,2.61,16.04,38.46,41.72,Appartementen,17.21,46.41,23.86,0.52,6.26,3.0,2.74,Label_B,WON_4564,INW_2544
5223VE,'s-Hertogenbosch,22,Volgende socialen,0.0,4.5,4.5,72.7,13.6,4.5,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,28.41,711326,1.17,2.61,16.04,38.46,41.72,Appartementen,17.21,46.41,23.86,0.52,6.26,3.0,2.74,Label_B,WON_4564,INW_2544
5223VG,'s-Hertogenbosch,3,Gemakzuchtige ontplooiers,0.0,0.0,33.3,33.3,33.3,0.0,11725.0,50.75,49.25,12.2,12.67,34.71,23.33,17.1,70.0,10.0,20.0,6355.0,49.88,28.09,6.14,14.87,1.8,6235.0,4.09,33.84,13.39,2.73,8.02,18.04,15.96,60.0,30.0,185.0,820.0,2360.0,13.09,0.4,2.9,14.3,26.9,2.0,8.3,13.2,14.0,23.0,32.1,9.4,4,S5,43.33,711326,1.17,2.61,16.04,38.46,41.72,Appartementen,17.21,46.41,23.86,0.52,6.26,3.0,2.74,Label_B,WON_4564,INW_2544
