Site;Type;Site #;Moment;Dates;Year;Season;2378-TCDD;12378-PCDD;123478-HxCDD;123678-HxCDD;123789-HxCDD;1234678-HpCDD;OCDD;2378-TCDF;12378-PeCDF;23478-PeCDF;123478-HxCDF;123678-HxCDF;234678-HxCDF;123789-HxCDF;1234678-HpCDF;1234789-HpCDF;OCDF;PCB-77;PCB-81;PCB-105;PCB-114;PCB-118;PCB-123;PCB-126;PCB-156;PCB-157;PCB-167;PCB-169;PCB-189;Total TCDF;Total TCDD;Total PeCDF;Total PeCDD;Total HxCDF;Total HxCDD;Total HpCDF;Total HpCDD;DF- TEQ;PCB - TEQ;TOTAL
T. Roosevelt N.P., ND;Remote;25;27;06/01 - 06/29;2004;Spring;0;0,272647177;0,276180402;0,514673073;0,546472096;6,991662926;23,2810068;0,159583985;0,122485125;0,181372204;0,204927036;0,199627199;0,206104778;0;0,940426656;0,124251737;1,320248318;34,43657511;1,867309285;99,47205436;9,451376228;306,2128124;5,245661024;0,472863247;7,599377584;1,550496798;3,142803422;0;1,716;6,032981275;2,516244899;3,57150136;2,290707385;3,053295062;7,005206954;1,872020251;108,6;0,629434039;0,064321892;0,693755931
T. Roosevelt N.P., ND;Remote;25;28;08/04 - 08/31;2004;Summer;0,055915813;0,198035172;0,204442192;0,37568437;0,322680839;3,985166604;18,66073775;0,138042164;0,092610566;0,144449184;0,175319373;0,195705346;0,348891376;0;0,974449537;0,114743908;1,095600465;22,15489362;0,873684581;113,626757;10,81213792;377,1707987;6,632430886;0,557410763;8,538810643;1,802120063;3,951384134;0;2,08;5,340542618;1,062982907;3,875082347;0,198035172;3,294955785;4,378324666;1,185881205;61,02;0,532811125;0,073957104;0,606768229
T. Roosevelt N.P., ND;Remote;25;29;11/03 - 12/01;2004;Fall;0,114938805;0,755792727;1,05070888;1,796409418;1,914712286;26,38041808;80,148791;1,026039087;0,385745843;0,615623452;0,511337512;0,409294281;0,657674235;0;2,512954748;0,306129695;2,718723243;15,43656183;0,745700539;66,95157349;5,605649615;186,4251347;3,033263094;0,764202883;12,27882842;2,679475846;4,699034749;0,095875784;4,192;11,78150784;2,953646946;7,404301741;10,00416144;6,082225147;25,48109202;5,532200915;434,744;2,120463792;0,089639877;2,210103669
Craters Moon, ID;Remote;26;9;11/09 - 12/07;1999;Fall;0;0;0;0;0;0,33787703;1,890081206;0;0;0;0;0;0;0;0;0;0;13,43445476;;123,1189095;;458,7526102;;0,536832947;14,40893271;2,923433875;;0;;3,094837587;0,249709977;0;0;0;0;0;0;0,003945795;0,073002857;0,076948651
Craters Moon, ID;Remote;26;10;01/18 - 02/15;2000;Winter;0;0;0,513025212;1,049308759;1,104770944;17,75729201;50,04299285;0,133288154;0;0,168622934;0,164150177;0,169517485;0,261209001;0,086771483;1,791339122;0,192328545;5,630306335;7,178774759;;72,59284383;;213,9717681;;0,469192195;13,21968017;2,761480085;;0;;6,078476572;0,832827327;1,088221744;1,172309573;1,767186235;12,09925458;3,071442135;38,33197356;0,612902588;0,05671347;0,669616058
Craters Moon, ID;Remote;26;11;04/04 - 05/02;2000;Spring;0;0,3419318;0,327425603;0;0,548817809;10,56741956;34,23082707;0;0;0;0,246259973;0,170275129;0,358855698;0;1,259276105;0;7,831274385;25,8742211;;339,5030484;;782,6245569;;1,637818785;96,9590793;21,41736458;;0;;4,473435028;0,192034425;0,924942789;0,3419318;1,791515402;6,131286181;2,03501229;25,06843636;0,637980809;0,203584422;0,841565231
Craters Moon, ID;Remote;26;12;08/22 - 09/19;2000;Summer;0;0;0;0,307767653;0,245441946;4,427883014;28,19052426;0;0;0,16656959;0,154986937;0;0,487023007;0;2,005453742;0;10,69795951;35,96303639;;275,8590974;;952,8337631;;1,254235921;38,1157553;7,816084977;;0;;3,20122484;0;1,47099701;0;2,351830241;1,358479804;5,76871306;10,19273519;0,245492744;0,167258637;0,412751381
Craters Moon, ID;Remote;26;13;11/22 - 12/19;2000;Fall;0,102364684;0,56260694;0,788872774;1,70297611;1,574289078;26,91180841;77,49830828;0,179736432;0;0,297788172;0,361334041;0,373564627;0,422486969;0,046529402;3,066686409;0,315868168;10,71425891;4,389184952;;56,47605862;;169,4576888;;0,432058732;12,20878329;2,502750058;;0;;7,814546579;1,403060879;2,296691278;1,628794949;2,604051213;17,44320807;5,173803609;55,98763284;1,628694419;0,05086415;1,679558569
Craters Moon, ID;Remote;26;14;01/31 - 02/26;2001;Winter;0,060001888;0,258712595;0,36924239;0,685284725;0,735083863;11,30318974;37,03938431;0,222274202;0,151097873;0,205512541;0,200168243;0,203083314;0,302438668;0;4,366777105;0;8,459051643;10,87321669;;82,65272265;;209,0898192;;0,403980325;11,70401207;2,380155879;;0;;7,555865324;0,58398599;1,685883017;1,536728525;2,536355126;7,810691158;5,46575906;27,21049198;0,827007922;0,050660155;0,877668077
Craters Moon, ID;Remote;26;15;05/03 - 05/28;2001;Spring;0;0,237472343;0,279674762;0,531214577;0,468580828;6,389312279;25,52409007;0,183881969;0,191250645;0;0,26326271;0,193260284;0;0;1,618764219;0;1,276790648;43,91865083;;321,079689;;821,0199291;;1,619099159;54,63002673;9,715934714;;0;;4,160957562;0,40460732;0,38384105;0,34398321;1,477754549;5,150704772;1,618764219;16,74699172;0,523318404;0,202495148;0,725813552
Craters Moon, ID;Remote;26;16;08/02 - 08/27;2001;Summer;0;0;0;0;0;3,758001407;15,49280741;0,144464101;0;0;0;0;0,348261671;0;1,698743042;0;2,532313802;33,64046514;;445,328971;;1131,239362;;2,171798479;111,9845078;24,69078511;;0;;2,888637086;0,435327089;0;0,224112835;2,472335403;3,052771522;2,478462228;8,938393769;0,109247558;0,271941203;0,381188761
Craters Moon, ID;Remote;26;17;11/01 - 11/26;2001;Fall;0;0;0,546838147;0,966747249;0,999783575;13,90191817;42,59338845;0,196479207;0;0,265739576;0,466275876;0,388901321;0,505977427;0;4,333844456;0,45062709;10,26009782;8,195037603;;96,77702156;;215,6344807;;0,522785383;21,58228458;4,214739803;;0;;6,857066366;0,693183279;2,317469349;0;3,744117042;10,56119207;5,25799223;29,28699354;0,689542096;0,063244298;0,752786394
Craters Moon, ID;Remote;26;18;02/07 - 03/04;2002;Winter;0,501873042;0,587744855;0,537748377;0,948788123;1,104120692;15,42028774;42,09741606;0,249600737;0,236242899;0,287384335;0,497674864;0,333564288;0,550724562;0;3,705845806;0;3,982925523;7,017062923;;107,8286634;;270,736271;;0,743840729;27,30151181;5,773257415;;0;;6,922794755;0,786967462;2,271214046;0,587744855;3,499371801;11,32668299;3,705845806;31,88057855;1,810228086;0,08743497;1,897663056
Craters Moon, ID;Remote;26;19;05/02 - 05/27;2002;Spring;0;0;0,246817574;0,471090719;0,464356669;7,70170377;28,89697993;0,117113914;0,110087079;0,210219476;0,301568329;0,245060865;0,325576681;0;1,716011625;0,23188555;6,848236122;1,151185857;;12,75875577;;28,50132521;;0,115430401;2,689550314;0,560316882;0;0;;3,004850249;0,180355428;3,033543158;1,08301092;2,633891926;6,96007991;2,942779874;18,71860966;0,390746504;0,012993457;0,403739962
Craters Moon, ID;Remote;26;20;08/01 - 08/26;2002;Summer;0;0;0,386991539;0,613016589;0,393711203;5,511040518;22,10219553;0,129506245;0,188456022;0;0,297192397;0,25504178;0,425782325;0;1,672890812;0;1,252300955;28,97671689;1,464275799;211,1174765;20,12111651;729,1632266;10,62745352;1,459388771;22,64740461;4,489346203;7,608186458;0,059255216;0,782535377;5,003705912;0,326514566;4,456664202;0;5,755697363;6,187283034;2,857384251;12,33302633;0,334623551;0,18125019;0,515873741
Craters Moon, ID;Remote;26;21;10/31 - 11/25;2002;Fall;0,039144085;0,12460369;0,091136992;0,154484671;0,090539372;0,667242304;2,131111558;0,089045323;0,07888579;0,086953654;0,06304887;0,050200048;0,14133704;0;0,169425162;0;0,095619139;5,661848261;0,374707501;38,93372288;3,706436871;119,2576841;1,681103986;0,267434779;4,786335521;0,967247352;1,697239715;0;0,305084815;6,051496252;1,262471443;1,203307101;0,968442591;0,680987555;1,821843406;0,40638134;1,436378752;0,269214371;0,032562121;0,301776491
Craters Moon, ID;Remote;26;22;02/13 - 03/10;2003;Winter;0,051329209;0,435381684;0,582036567;1,006419135;1,119771138;16,56955754;51,59929847;0,164375681;0,211427456;0,290559987;0,350749595;0,295754014;0,391996281;0;1,659644426;0,199206216;1,747942887;19,04160891;1,297590184;139,9881965;9,153403418;307,0586614;5,847252399;0,754967117;35,18708941;7,023546773;10,57167835;0,068133414;0,866485934;7,755904596;0,864041686;4,058673888;2,688672856;3,966403524;11,17418549;2,873824645;34,44587118;1,171620208;0,095305041;1,26692525
Craters Moon, ID;Remote;26;23;05/01 - 05/26;2003;Spring;0,048018352;0,266341793;0,330366262;0,504512818;0,880336454;11,0877576;188,8721846;0,297073538;0,338049198;0,348293113;0,490427435;0,398232199;0,533964074;0;2,04750253;0,258018611;3,774242468;42,81124192;2,912473111;161,6617851;14,98172583;504,1926961;9,197755267;1,067287904;13,89330985;2,862534025;6,358270051;0,118445268;0,49106768;12,98032092;1,589087329;7,792418165;2,484149411;6,442782351;6,426135989;3,738388765;26,56695356;0,964207548;0,136846189;1,101053737
Craters Moon, ID;Remote;26;24;07/31 - 08/25;2003;Summer;0,060355878;0,35777219;0,504662398;0,83116588;0,807168965;12,19625034;37,97620902;0,169432765;0,114894321;0,181794812;0,223971208;0,205064548;0,277055293;0;1,505988222;0,156343538;2,225168498;43,11591195;2,293523347;299,9614396;30,58806787;1054,448449;16,08084188;2,007741902;26,35733901;5,63418481;11,45016443;0,085807151;1,007870437;5,375308998;0,887885861;3,530455247;2,170630054;3,717340313;9,843098295;3,134142557;27,36884534;0,92861168;0,251713904;1,180325584
Craters Moon, ID;Remote;26;25;11/06 - 12/01;2003;Fall;0,108432459;0,753863764;0,961047212;2,278372505;2,038917491;32,6401065;103,299344;0,211701468;0,220092075;0,349823767;0,39564939;0,358214374;0,679639164;0;2,793426686;0,25236364;3,808690127;9,264520944;0,645431304;73,2616165;6,307800138;196,8565479;3,012227898;0,523444788;12,33290136;2,49394656;4,785227691;0,086487795;0,54409859;9,456214041;2,654658955;4,545127246;7,849090093;5,171195611;27,33143402;5,181522512;62,69977864;2,055191654;0,065047025;2,120238679
Craters Moon, ID;Remote;26;26;02/18 - 03/16;2004;Winter;0,052216575;0,182758014;0,230288487;0,388946543;0,464593633;6,644224505;29,8792617;0,191460777;0,152633067;0,224263497;0,298571701;0,257735661;0,30459669;0;1,346250426;0,161335829;2,173012871;17,22946157;1,259892244;97,72465985;8,170555172;246,0204036;4,569619796;0,595804515;16,81909284;3,25416376;6,54715523;0,066944328;0,568357341;9,76449961;0,666096059;3,619010345;0,399657635;2,941533751;5,345504551;2,447484614;14,11387257;0,61158577;0,075199915;0,686785685
Craters Moon, ID;Remote;26;27;06/01 - 06/29;2004;Spring;0;0;0;0,333775913;0,305675682;5,990832151;30,86227797;0,183679558;0;0,153523213;0,203555331;0,176825843;0,21246516;0;1,148682609;0,178196586;2,39537334;31,73475587;1,901905871;142,8382712;14,49286542;474,6197534;8,628826997;0,845063041;11,75206485;2,28434316;4,830498227;0;0,400942319;5,387705244;1,426943432;2,229513441;1,066438031;2,492696091;3,79353117;2,638680218;12,74516814;0,270809121;0,108045778;0,3788549
Craters Moon, ID;Remote;26;28;08/03 - 09/07;2004;Summer;0;0,156952695;0,204654004;0,318521645;0,296979118;4,924006109;25,20552565;0,140026424;0,103865754;0,146950807;0,210039636;0,189266485;0,397767369;0;1,295629107;0,168493334;1,979604331;32,71232684;1,681855837;255,8175049;25,61252553;944,4089842;18,23113262;1,064816321;17,4894542;3,596832588;7,796855923;0,091555739;0,593188861;5,163282031;1,35410168;1,912668623;1,284857844;3,029033133;4,290040323;2,526630635;12,30386027;0,451916202;0,151210488;0,60312669
Craters Moon, ID;Remote;26;29;11/02 - 11/30;2004;Fall;0,089532509;0,630357257;0,822126211;1,597671319;1,630943535;25,72728734;79,15762669;0,155471991;0,165151181;0,355105287;0,416810125;0,385957706;0,537195052;0,102236446;2,067716989;0,269202475;2,47847762;8,74817302;0,730778854;48,88051505;4,326597983;137,4069928;2,338129363;0,425884365;7,889749846;1,578917888;2,966066822;0;0,413180428;2,646653548;1,060476267;4,134829029;6,209805411;4,890410808;19,89799509;4,174755688;58,35583723;1,701350025;0,049856492;1,751206517
Chiricahua, AZ;Remote;27;9;11/09 - 12/07;1999;Fall;0;0;0,486395598;0;0,527361663;7,075206359;23,81412412;0,345154387;0,291348212;0,458575359;0,606542342;0,560684806;0,891164781;0,225007643;3,703148884;0,490675634;3,958728218;9,565270559;;109,1354326;;267,5536533;;1,686334454;48,60501376;10,4267808;;0,128095384;;13,78324671;0,81228982;5,018648731;0;6,763375115;4,1699786;5,389483338;16,30938551;0,631566341;0,18650446;0,818070801
Chiricahua, AZ;Remote;27;10;01/18 - 02/15;2000;Winter;0,032515096;0,164743152;0,238134368;0,414644887;0,45521134;6,338275994;27,33064113;0,254546749;0,223889659;0,355808048;0,391110151;0,366646413;0,513738512;0,134395729;2,051857374;0,271888134;2,134538618;5,556055691;;56,24275458;;145,0105143;;0,73143482;15,19631707;3,494288954;;0,099403293;;11,29109924;0,754659888;3,879205754;0,814425731;3,652529087;5,110134378;3,205988439;14,88014648;0,683019935;0,083279503;0,766299438
Chiricahua, AZ;Remote;27;11;04/04 - 05/02;2000;Spring;0;0,16973632;0,130702881;0;0,234496345;4,012755867;19,78788389;0,233017806;0,259335807;0,278852526;0,338881225;0,282401021;0,459825746;0,113847532;2,083853397;0,259927222;2,11963405;12,32126004;;122,9698242;;294,3201182;;1,337191012;41,26780824;8,800266368;;0,123605892;;9,622334261;0,25194311;3,235635571;0;3,946813011;3,214344604;3,542876054;9,539536056;0,510627028;0,152680144;0,663307173
Chiricahua, AZ;Remote;27;12;08/22 - 09/19;2000;Summer;0;0;0;0,149571007;0;3,18609987;17,21626735;0,221812786;0,196036377;0,266921503;0,347642364;0,293037076;0,641357766;0;2,030231405;0;3,278013119;13,53804156;;84,52762976;;207,3725705;;1,273558123;18,30565981;3,998056767;;0,103105638;;6,446137335;0,250641665;3,081298416;0;2,890010325;0,81229606;3,130477092;8,442791575;0,309611239;0,141228903;0,450840142
Chiricahua, AZ;Remote;27;13;11/22 - 12/19;2000;Fall;0;0;0,196483446;0,393257548;0,383084588;6,168301311;20,47119167;0,287168113;0,377562124;0,591484929;0,669090077;0,747567193;0,945213263;0,105798778;4,051163117;0,877199762;5,597743613;4,411576538;;41,1202648;;104,8803056;;0,463886952;8,930114479;1,933152955;;0;;15,10190366;0,589159681;5,197510321;0;7,079507823;2,885923274;5,969841404;12,82257943;0,680325966;0,051535768;0,731861734
Chiricahua, AZ;Remote;27;14;01/31 - 02/26;2001;Winter;0;0;0,167740029;0,299816856;0,324658122;4,065605113;20,15856386;0,23316356;0,212503498;0,355402262;0,358599652;0,362534902;0,470508323;0;2,616203363;0;2,379350506;12,33405718;;69,80567734;;169,1825445;;0,657186743;11,16381223;2,431246615;;0;;11,34729325;0,214963029;2,49863777;0,418120308;4,048142441;3,799975741;3,732830539;8,790610547;0,408277387;0,074529578;0,482806966
Chiricahua, AZ;Remote;27;15;05/03 - 05/28;2001;Spring;0;0;0,163344994;0,243338244;0;2,672446236;20,19279981;0,181053424;0,207005432;0,261351991;0,41187364;0,362412165;0,643304492;0;2,784497849;0,311729419;2,126232787;13,45779564;;84,72201088;;189,4936275;;1,014265554;22,0506583;4,932408197;;0;;5,176662394;0,298906074;2,561310576;0;4,65151587;3,793267684;2,672446236;0;0,349530901;0,111808296;0,461339197
Chiricahua, AZ;Remote;27;16;08/02 - 08/27;2001;Summer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chiricahua, AZ;Remote;27;17;11/01 - 11/26;2001;Fall;0;0;0;0;0;3,042082025;17,46994745;0,307209302;0,306886603;0,434675346;0,621195279;0,528903409;0,787062486;0;2,994322596;0,438225033;2,521246087;6,988043519;;69,54095601;;136,9349966;;0,657660249;20,48589087;4,33320011;;0,080674712;;11,0214564;0,378203048;5,173830605;0;8,188805927;2,379258595;4,939228543;6,75279606;0,434789904;0,075823922;0,510613826
Chiricahua, AZ;Remote;27;18;02/07 - 03/04;2002;Winter;0;0,240446801;0,338330818;0,434850598;0;5,396240121;32,33549043;0,282397094;0,213162058;0,336284462;0,400744668;0,393582423;0,532052496;0,214185235;3,639784766;0;1,758160651;5,335531567;;69,26334424;;158,1976242;;0,516704828;17,981328;3,947761307;;0;;9,448365572;0,258864003;1,577740286;0;3,082152824;3,226761963;3,639784766;11,2955427;0,707929679;0,059685738;0,767615416
Chiricahua, AZ;Remote;27;19;05/02 - 05/27;2002;Spring;0;0;0;0,28044381;0,281332227;3,292179337;26,80326164;0,191898193;0,255271979;0,349148101;0,371950818;0,412225748;0,547265217;0;2,071197471;0,385277082;3,065928999;11,7158585;;92,29740414;;192,642983;;1,038263988;28,69499876;6,223957284;;0,126747572;;4,414546854;0,304727223;2,190245424;0;4,167270633;3,002555213;3,313501359;7,054035424;0,387361487;0,118396192;0,505757679
Chiricahua, AZ;Remote;27;20;08/01 - 08/26;2002;Summer;0,078397079;0,270034384;0,195121619;0,344250285;0,307664982;3,722990182;19,27940971;0,189198284;0,194424756;0,194076325;0,299651058;0,325086555;0,440417369;0;2,005571501;0,179790635;1,77665203;16,82331633;0,832054334;84,69428099;7,230998151;230,3212109;4,348076226;0,925782397;11,65154812;2,389542973;4,293720918;0,063414526;0,494424246;7,460614485;0,713587636;5,998247635;1,903481082;5,549119479;3,772467449;3,469680508;8,041101302;0,68802646;0,106775338;0,794801798
Chiricahua, AZ;Remote;27;21;10/31 - 11/25;2002;Fall;0;0,168260622;0,21083669;0,33754307;0,371603924;4,633979278;18,81862221;0,38897496;0,388634352;0,579375138;0,661461798;0,664186666;0,878770051;0,050750673;4,008621986;0,472083446;2,047057366;6,59997181;0,509209777;30,01817183;2,548773755;75,98329521;1,890036826;0,430869812;5,246734054;1,181571049;1,752430973;0,067781101;0,341289764;17,58834414;1,367883924;8,76317669;1,761286795;7,336026879;4,517150547;6,414340152;10,2540203;0,807551528;0,049502043;0,857053572
Chiricahua, AZ;Remote;27;22;02/13 - 03/10;2003;Winter;0;0,169115303;0,300092987;0,458421893;0,445709353;7,846333713;35,58239916;0,325518067;0,377523912;0,488084486;0,551261957;0,497715198;0,688788525;0;2,217760369;0,35017269;1,938084491;19,09423492;1,490448995;97,13651732;6,879795453;219,5802345;4,217866645;0,570523381;22,13484332;4,619659951;6,528467077;0,054317216;0,60634963;17,60301547;0,80435707;9,050557946;0,345549948;5,424402249;5,988761975;3,959763562;16,56944745;0,769015978;0,071889525;0,840905502
Chiricahua, AZ;Remote;27;23;05/01 - 05/26;2003;Spring;0;0,192862198;0,202431696;0,418113467;0,348918633;6,660370868;24,88879304;0,184028815;0,133972977;0,177403778;0,255431995;0,190653852;0,374682667;0;1,218270755;0,249543073;2,848029939;55,67018873;3,743146095;200,5914082;19,02931557;623,8576825;12,28797203;1,204284565;19,77426422;3,95514729;8,23786587;0,080236563;0,630850777;6,577925959;1,236673636;3,001878028;0,422530159;2,831835403;5,659990231;2,195095704;15,99578459;0,537131527;0,156176451;0,693307978
Chiricahua, AZ;Remote;27;24;07/31 - 08/25;2003;Summer;0,032749788;0;0,100978514;0,171936389;0,145327186;2,183319226;13,19202414;0,271550329;0,264045169;0,347966502;0,478965655;0,455085601;0,54241837;0;2,151251725;0,290654372;2,151934012;22,08359168;1,039805781;361,5447004;20,56072652;712,9901847;11,11582401;1,652499739;67,51505334;13,74262995;24,44839932;0,103707663;1,25404398;12,38487831;0,921770086;8,508804396;1,039123494;7,277958182;2,652050572;4,132613922;4,590428672;0,412542739;0,207276652;0,619819391
Chiricahua, AZ;Remote;27;25;11/06 - 12/01;2003;Fall;0;0;0,363839541;0,627095454;0,71153603;10,92449952;42,00608214;0,337762304;0,344592057;0,463802282;0,60598531;0,550105517;0,694772092;0;2,78095103;0,388675004;3,206879229;7,510865061;0,526511827;37,99018769;3,191357065;94,87457515;1,770147664;0,699739185;7,369923805;1,567738636;2,995156903;0,08009437;0,572457435;15,42654818;1,256674455;6,187134854;1,656525418;7,743697531;8,064695897;5,365701897;22,47485273;0,693093215;0,077795736;0,770888951
Chiricahua, AZ;Remote;27;26;02/16 - 03/16;2004;Winter;0;0,160833566;0,183017507;0,34076997;0,292704767;4,797277069;26,42477011;0,332142883;0,314272486;0,43874904;0,549668741;0,58171221;0,601431268;0;2,423595467;0,310575163;2,822290171;18,9050306;1,353220353;98,9188056;7,732951823;224,9205049;4,544626639;0,806016494;18,29250736;3,519851846;7,075444484;0,080724894;0,70310766;19,49783478;0,923098401;9,256249051;1,160343317;6,812318305;3,852610949;4,357295589;10,18057989;0,674119782;0,096291099;0,770410882
Chiricahua, AZ;Remote;27;27;05/23 - 06/18;2004;Spring;0;0;0,149575605;0,213763562;0,161942092;3,829488822;30,56995598;0,258518467;0,310928817;0,381594457;0,492892841;0,452848978;0,605368985;0;2,297811069;0,405149671;3,310096366;21,07956049;1,405068481;57,35576693;4,550867233;134,5361903;2,651139271;0,756711231;8,707184642;1,892072518;3,621614064;0;0,344494996;11,85180563;2,051659089;7,823864139;0,75376683;7,852719275;3,052166779;4,710453804;8,388600381;0,432785766;0,08461038;0,517396146
Chiricahua, AZ;Remote;27;28;07/30 - 08/31;2004;Summer;0,199627543;0,816142887;0,806067049;1,743119993;1,572460485;18,68123359;38,48025548;0,156805231;0,144210433;0,233633496;0,32179708;0,357062513;0,548503437;0;2,102701465;0,260712311;2,060508893;12,95941703;0,717903465;56,95115595;4,3691353;144,7784583;2,955369265;0,768282656;8,95112268;2,030911119;4,21107059;0;0,42696364;8,023515834;4,428330849;5,517151104;9,112965829;6,078879079;21,54277162;4,330721167;40,06845946;1,863377073;0,085079804;1,948456877
Chiricahua, AZ;Remote;27;29;11/02 - 11/30;2004;Fall;0;0;0,200878559;0,387037568;0,358464325;5,023695682;23,19281498;0,369720451;0,392232703;0,62687964;0,845941172;0,78792883;1,020844055;0,145463784;3,499789374;0,560208739;3,590704239;13,81386434;0,961100001;91,6794157;6,924249288;212,3061244;3,876436671;0,98014883;17,20542173;3,493728383;6,622065594;0,097841712;0,707404235;25,93324877;1,669370092;14,25718254;1,609626038;11,6648101;4,958756493;6,71471217;11,23707731;0,710330741;0,112904296;0,823235037
Rancho Seco, CA ;Urban;28;15;05/03 - 05/28;2001;Spring;1,372841982;5,164858848;3,128587436;7,081111423;5,20245511;44,6594433;183,7916424;1,123549842;0,89970748;1,307482326;1,836722019;1,721330414;1,93273709;0;10,89048041;0,749900834;8,635572272;104,7217861;;881,4330932;;2246,278928;;10,67560331;219,7226796;50,376678;;0;;31,6788999;7,555691935;18,51934046;12,35818065;43,07548385;48,88497399;18,55867193;91,69294597;9,780312495;1,179966851;10,96027935
Rancho Seco, CA ;Urban;28;16;08/02 - 08/27;2001;Summer;3,068263506;11,38906569;7,245029434;11,93944102;11,30408337;126,9942982;407,969086;3,374888884;2,671200866;4,187388718;4,451235837;4,395250866;5,474181741;0,538029925;27,68959238;2,586505654;18,10697509;109,8336127;;942,8934243;;2590,615525;;13,33389744;131,0504811;29,63873068;;0,422901857;;90,83805559;22,13990271;43,06880743;39,4748594;73,09656188;131,7271815;50,14100121;244,4740223;22,36642272;1,467886106;23,83430883
Rancho Seco, CA ;Urban;28;17;11/01 - 11/26;2001;Fall;1,33204606;6,783555394;10,64264068;19,26234472;20,04347867;269,6491962;773,458317;1,891059814;1,42566511;2,210399797;3,084927756;3,11575903;3,786620544;0,43456343;17,85108254;2,036664443;11,63689301;62,71441183;;275,8872406;;819,6392894;;4,629192;39,99131288;8,547464334;;0,370200333;;57,43708794;20,49109476;32,35348365;57,0781399;42,09954189;228,0134737;37,7613341;571,3777704;18,17852881;0,51461861;18,69314742
Rancho Seco, CA ;Urban;28;18;02/07 - 03/04;2002;Winter;1,065546665;6,502409289;8,674462678;14,80998687;15,45949637;244,4221275;754,6729867;2,140748201;1,747239067;3,099798714;3,830058043;3,47312039;5,293209847;0,394386849;28,96666081;4,358150226;34,53342533;43,66195952;;262,0191537;;731,4357603;;5,150434786;44,23510776;10,52732018;;0,614108306;;78,04909893;17,35623965;35,63817663;43,55634108;47,03619062;189,5833383;48,63831405;508,6326443;16,97209097;0,569279444;17,54137042
Rancho Seco, CA ;Urban;28;19;05/02 - 05/27;2002;Spring;1,317000074;4,794511586;3,452960246;3,001392312;5,348084187;58,92654657;197,6540617;1,034952788;0,860755707;1,153324965;1,478336967;1,5312391;1,629736443;0,165136494;8,269392606;0,664053299;6,009214717;76,79051561;;507,1876595;;1616,440471;;6,657485059;73,34135497;16,90646965;;0,315366862;;30,9714225;6,703080268;16,25030783;20,02009633;28,03959211;68,49218758;15,45882177;153,2870006;8,987214582;0,749304842;9,736519424
Rancho Seco, CA ;Urban;28;20;08/01 - 08/26;2002;Summer;3,838029374;16,05649482;9,538273846;13,73801049;10,21955683;81,55110227;255,17309;2,011079955;1,814153907;2,815636771;3,245690803;3,638918727;3,630492414;0;20,19974396;0,878209031;10,96325694;113,9097033;4,618555595;722,5073132;55,26381554;1937,349095;31,03629413;10,09285005;104,2959047;22,79972955;44,73654226;0,356089731;3,245066631;51,90202888;16,76461717;42,84436694;58,74294641;105,593869;152,0078716;35,44980945;194,0442488;26,5019736;1,120381247;27,62235485
Rancho Seco, CA ;Urban;28;21;10/31 - 11/25;2002;Fall;1,998063213;13,40463718;17,80989964;30,21874132;33,36007393;478,6246701;1495,231097;3,506550086;3,651481326;6,881806801;7,940937486;7,421080456;10,42927049;0,557303379;44,76063799;4,848839892;32,96388231;61,22824783;3,803578225;249,5935538;21,0282053;631,7781571;13,98759824;5,368234621;38,21469258;8,010976028;15,61558982;0,944017835;3,436280394;114,8269176;54,23895614;78,65097072;134,4985018;88,08953101;413,5262728;85,60258491;1079,046364;34,44197253;0,601857847;35,04383038
Rancho Seco, CA ;Urban;28;22;02/13 - 03/10;2003;Winter;6,973663108;86,54728489;209,0443997;256,950408;304,8564163;5487,415493;23953,00414;2,479498853;5,532998786;7,438786897;13,81696381;14,18859829;12,87800604;2,748062838;74,03191281;28,82954544;85,40625087;57,95349508;3,791252461;238,0783442;21,17097158;735,9991675;12,00582635;3,977940724;32,25816394;7,328748248;13,67760087;0,40241047;1,887496726;110,323182;120,476933;118,844935;643,1018687;130,2445326;2758,224719;164,0417859;10974,83099;240,7291021;0,448671301;241,1777734
Rancho Seco, CA ;Urban;28;23;05/01 - 05/26;2003;Spring;1,016799122;4,427117063;2,851172398;5,100910936;4,753206985;62,78499641;241,9831551;1,029015747;0,781394149;1,21931318;1,556210116;1,497946211;1,629509868;0,075179233;7,41361208;0,569012817;5,723488956;77,59953408;4,07471441;341,8305735;28,78941727;1033,714449;19,46108411;4,844361804;43,75149418;9,71644595;22,46590407;0,238224193;1,712207024;38,09613641;10,81265314;36,52911928;28,71282843;29,45851245;56,90269133;13,77612451;138,6117102;8,464455319;0,545608521;9,01006384
Rancho Seco, CA ;Urban;28;24;07/31 - 08/25;2003;Summer;4,730007217;18,26341823;6,653922299;12,32809429;9,547830368;59,87324753;186,5371127;2,371604153;1,646692235;2,214912978;3,084462903;3,199254973;2,726311647;0,08322425;14,00922414;0,69506598;7,280686998;172,188104;7,247397298;1157,964999;88,55576793;3214,177942;56,00590271;14,75939032;169,2695157;36,61580032;86,26279635;0,363316899;3,825445711;48,93471124;18,6996281;91,5162554;67,55915053;92,45066285;99,10458515;26,87110155;120,4834601;28,51069131;1,650611913;30,16130323
